yyyymm,Y,LDP,LEP,DE,svar,bm,ntis,tbl,lty,ltr,dfy,dfr,infl
198708,0.039108,3.65,3.07,-0.58,0.0017761286,0.3704538200,0.0019974361,0.0604,0.0936,-0.0165,-0.0113,-0.01,0.0052724077
198709,-0.021940,3.62,3.01,-0.61,0.0025348306,0.3799667216,0.0063503319,0.0640,0.0992,-0.0369,-0.0113,0.01,0.0052447552
198710,-0.215795,3.36,2.73,-0.63,0.0709451379,0.4948508425,0.0104777401,0.0613,0.0926,0.0623,-0.0110,0.01,0.0026086957
198711,-0.081874,3.27,2.61,-0.66,0.0067854547,0.5380273240,0.0098984399,0.0569,0.0931,0.0037,-0.0122,-0.01,0.0008673027
198712,0.073922,3.33,2.65,-0.69,0.0068521879,0.5088120155,0.0132747560,0.0577,0.0920,0.0165,-0.0118,0.00,0.0000000000
198801,0.042712,3.37,2.67,-0.70,0.0091575080,0.5037738354,0.0084227445,0.0581,0.0852,0.0666,-0.0119,0.01,0.0025996534
198802,0.047445,3.40,2.69,-0.72,0.0019673463,0.4761973721,0.0087922636,0.0566,0.0854,0.0052,-0.0122,-0.01,0.0025929127
198803,-0.030847,3.36,2.63,-0.73,0.0016591988,0.5075299538,0.0060800302,0.0570,0.0901,-0.0307,-0.0118,-0.01,0.0043103448
198804,0.010516,3.36,2.59,-0.77,0.0034595611,0.4964744899,0.0050636719,0.0591,0.0929,-0.0160,-0.0123,0.00,0.0051502146
198805,0.008012,3.36,2.54,-0.82,0.0025557732,0.4967702548,0.0013473054,0.0626,0.0952,-0.0102,-0.0114,0.00,0.0034158839
198806,0.047676,3.39,2.54,-0.85,0.0023613077,0.4711188723,-0.0053979214,0.0646,0.0917,0.0368,-0.0114,0.00,0.0042553191
198807,-0.004458,3.38,2.51,-0.86,0.0019106187,0.4739915349,-0.0028231284,0.0673,0.0947,-0.0170,-0.0115,-0.01,0.0042372881
198808,-0.032488,3.33,2.46,-0.87,0.0013903193,0.4966406615,-0.0062397522,0.0706,0.0950,0.0058,-0.0110,0.00,0.0042194093
198809,0.042739,3.36,2.48,-0.88,0.0011927398,0.4775404537,-0.0100015137,0.0724,0.0917,0.0345,-0.0108,0.00,0.0067226891
198810,0.026891,3.37,2.49,-0.88,0.0016315424,0.4695971889,-0.0104624725,0.0735,0.0889,0.0308,-0.0090,0.00,0.0033388982
198811,-0.014355,3.34,2.46,-0.89,0.0013479967,0.4771791101,-0.0077649556,0.0776,0.0923,-0.0196,-0.0103,0.00,0.0008319468
198812,0.018553,3.35,2.46,-0.89,0.0006281109,0.4652835740,-0.0214057475,0.0807,0.0918,0.0110,-0.0108,0.01,0.0016625104
198901,0.072303,3.41,2.51,-0.90,0.0009645729,0.4307694935,-0.0223605106,0.0827,0.0903,0.0203,-0.0103,0.00,0.0049792531
198902,-0.025031,3.37,2.46,-0.91,0.0011760790,0.4467784572,-0.0248233720,0.0853,0.0935,-0.0179,-0.0097,-0.01,0.0041288192
198903,0.023038,3.38,2.47,-0.91,0.0012864519,0.4686914136,-0.0231021339,0.0882,0.0929,0.0122,-0.0087,0.01,0.0057565789
198904,0.051707,3.42,2.51,-0.91,0.0009555837,0.4444352572,-0.0228019666,0.0865,0.0918,0.0159,-0.0082,-0.01,0.0065412919
198905,0.041022,3.44,2.55,-0.90,0.0010730556,0.4334415257,-0.0277140566,0.0843,0.0878,0.0401,-0.0089,0.00,0.0056864338
198906,-0.005611,3.42,2.53,-0.89,0.0014295303,0.4405629370,-0.0239480705,0.0815,0.0821,0.0550,-0.0093,0.02,0.0024232633
198907,0.090053,3.50,2.64,-0.86,0.0010188257,0.4040350890,-0.0285362150,0.0788,0.0801,0.0238,-0.0094,0.01,0.0024174053
198908,0.019853,3.50,2.68,-0.82,0.0013804507,0.3927270602,-0.0248221492,0.0790,0.0841,-0.0259,-0.0092,-0.01,0.0016077170
198909,-0.004004,3.48,2.69,-0.79,0.0005501917,0.3992097504,-0.0257470986,0.0775,0.0847,0.0019,-0.0090,0.00,0.0032102729
198910,-0.023639,3.45,2.68,-0.77,0.0056359108,0.4064149288,-0.0243506384,0.0764,0.0810,0.0379,-0.0089,0.01,0.0048000000
198911,0.020479,3.45,2.70,-0.75,0.0008448088,0.3972257018,-0.0270327725,0.0769,0.0808,0.0078,-0.0092,0.00,0.0023885350
198912,0.022657,3.46,2.74,-0.73,0.0009234228,0.3904547436,-0.0123335365,0.0763,0.0816,-0.0006,-0.0096,0.00,0.0015885624
199001,-0.067661,3.39,2.68,-0.70,0.0028920477,0.4149713959,-0.0138967896,0.0764,0.0865,-0.0343,-0.0095,-0.02,0.0103092784
199002,0.013381,3.39,2.71,-0.68,0.0010085783,0.4091730897,-0.0117292028,0.0774,0.0876,-0.0025,-0.0092,0.00,0.0047095761
199003,0.026588,3.40,2.75,-0.65,0.0010322447,0.4713339564,-0.0102914402,0.0790,0.0889,-0.0044,-0.0084,0.00,0.0054687500
199004,-0.024504,3.37,2.73,-0.63,0.0009667774,0.4802842560,-0.0101492797,0.0777,0.0924,-0.0202,-0.0084,0.00,0.0015540016
199005,0.097419,3.44,2.83,-0.62,0.0013614467,0.4435699735,-0.0022618111,0.0774,0.0883,0.0415,-0.0094,0.00,0.0023273856
199006,-0.006754,3.42,2.82,-0.60,0.0013508255,0.4429494323,-0.0005072745,0.0773,0.0864,0.0230,-0.0096,0.00,0.0054179567
199007,-0.004454,3.41,2.81,-0.60,0.0012984369,0.4392124466,0.0048850583,0.0762,0.0860,0.0107,-0.0096,0.00,0.0038491147
199008,-0.090801,3.31,2.70,-0.61,0.0058277892,0.4880735629,0.0014392103,0.0745,0.0920,-0.0419,-0.0100,-0.01,0.0092024540
199009,-0.048959,3.25,2.64,-0.61,0.0019847915,0.5202896660,0.0013728769,0.0736,0.0914,0.0117,-0.0108,0.00,0.0083586626
199010,-0.003597,3.24,2.64,-0.59,0.0044927639,0.5224519209,-0.0004706842,0.0717,0.0898,0.0215,-0.0121,0.01,0.0060286360
199011,0.064561,3.29,2.71,-0.58,0.0024398922,0.4985056551,0.0009098866,0.0706,0.0858,0.0402,-0.0132,0.01,0.0022471910
199012,0.027987,3.31,2.74,-0.57,0.0007945958,0.4844968599,-0.0018459075,0.0674,0.0844,0.0187,-0.0138,0.00,0.0000000000
199101,0.045001,3.35,2.79,-0.56,0.0031935486,0.4663077997,0.0007215596,0.0622,0.0837,0.0130,-0.0141,0.00,0.0059790732
199102,0.071565,3.41,2.86,-0.55,0.0024313467,0.4427204408,0.0012468960,0.0594,0.0841,0.0030,-0.0124,-0.01,0.0014858841
199103,0.024354,3.43,2.89,-0.55,0.0013750555,0.4571255997,0.0032513958,0.0591,0.0844,0.0038,-0.0116,-0.01,0.0014836795
199104,0.002268,3.43,2.91,-0.52,0.0020727745,0.4612395987,0.0057301566,0.0565,0.0837,0.0140,-0.0108,0.00,0.0014814815
199105,0.042930,3.47,2.97,-0.50,0.0015851690,0.4399669694,0.0069821048,0.0546,0.0845,0.0000,-0.0100,0.00,0.0029585799
199106,-0.045357,3.42,2.95,-0.47,0.0011798904,0.4582437430,0.0142474894,0.0557,0.0860,-0.0063,-0.0095,0.00,0.0029498525
199107,0.046526,3.46,3.02,-0.44,0.0011053299,0.4403567816,0.0148355528,0.0558,0.0850,0.0157,-0.0089,0.00,0.0014705882
199108,0.023885,3.48,3.07,-0.41,0.0020376369,0.4376396373,0.0173312983,0.0533,0.0818,0.0340,-0.0090,0.01,0.0029368576
199109,-0.016861,3.45,3.08,-0.37,0.0004746966,0.4415318370,0.0232890440,0.0522,0.0790,0.0303,-0.0090,0.00,0.0043923865
199110,0.013458,3.47,3.13,-0.34,0.0011256624,0.4340034538,0.0255088958,0.0499,0.0791,0.0054,-0.0094,0.00,0.0014577259
199111,-0.040214,3.42,3.12,-0.30,0.0020490197,0.4601544903,0.0306899470,0.0456,0.0789,0.0082,-0.0097,0.00,0.0029112082
199112,0.114089,3.53,3.26,-0.27,0.0020495495,0.4203444173,0.0318123844,0.0407,0.0730,0.0581,-0.0095,0.01,0.0007256894
199201,-0.018348,3.51,3.24,-0.27,0.0008724427,0.4132296785,0.0319414665,0.0380,0.0776,-0.0324,-0.0093,-0.02,0.0014503263
199202,0.012865,3.51,3.24,-0.27,0.0009132282,0.4076305252,0.0335560213,0.0384,0.0777,0.0051,-0.0094,0.00,0.0036205648
199203,-0.019470,3.49,3.22,-0.27,0.0004697573,0.4021060342,0.0419005380,0.0404,0.0797,-0.0094,-0.0090,0.00,0.0050505051
199204,0.028614,3.52,3.23,-0.29,0.0016610436,0.3873034718,0.0386618101,0.0375,0.0803,0.0016,-0.0088,0.00,0.0014357502
199205,0.004850,3.52,3.21,-0.31,0.0006900288,0.3829985163,0.0371754887,0.0363,0.0781,0.0243,-0.0085,0.00,0.0014336918
199206,-0.015030,3.50,3.18,-0.32,0.0007529192,0.3920423538,0.0430765596,0.0366,0.0765,0.0200,-0.0083,0.00,0.0035790981
199207,0.040924,3.54,3.19,-0.34,0.0008974630,0.3833486997,0.0414947919,0.0321,0.0726,0.0398,-0.0077,0.01,0.0021398003
199208,-0.020615,3.51,3.15,-0.36,0.0003695474,0.3994050369,0.0430499562,0.0313,0.0725,0.0067,-0.0070,0.00,0.0028469751
199209,0.011340,3.52,3.14,-0.38,0.0008722412,0.3976569721,0.0411377823,0.0291,0.0710,0.0185,-0.0070,0.01,0.0028388928
199210,0.004796,3.52,3.13,-0.39,0.0009441448,0.4032511778,0.0410960987,0.0286,0.0741,-0.0198,-0.0085,0.00,0.0035385704
199211,0.033794,3.55,3.14,-0.41,0.0005080947,0.3936264585,0.0379866517,0.0313,0.0748,0.0010,-0.0086,-0.01,0.0014104372
199212,0.013380,3.56,3.13,-0.43,0.0004715523,0.3941096142,0.0388286878,0.0322,0.0726,0.0246,-0.0083,0.00,-0.0007042254
199301,0.007282,3.56,3.12,-0.44,0.0003488508,0.3930481045,0.0417538423,0.0300,0.0725,0.0280,-0.0076,0.00,0.0049330514
199302,0.013526,3.57,3.12,-0.45,0.0011468965,0.3859601969,0.0407281702,0.0293,0.0698,0.0354,-0.0068,0.01,0.0035063114
199303,0.021202,3.59,3.13,-0.46,0.0010047250,0.3336135264,0.0371064145,0.0295,0.0702,0.0021,-0.0057,0.00,0.0034940601
199304,-0.024519,3.56,3.11,-0.45,0.0010047850,0.3343498060,0.0398126855,0.0287,0.0701,0.0072,-0.0068,0.00,0.0027855153
199305,0.026259,3.58,3.14,-0.44,0.0008173082,0.3248824215,0.0402546288,0.0296,0.0701,0.0047,-0.0078,0.00,0.0013888889
199306,0.003466,3.58,3.15,-0.43,0.0005738514,0.3259312476,0.0411540214,0.0307,0.0668,0.0449,-0.0074,0.02,0.0013869626
199307,-0.004593,3.58,3.12,-0.45,0.0006089625,0.3237770308,0.0410077869,0.0304,0.0656,0.0191,-0.0076,0.01,0.0000000000
199308,0.037431,3.61,3.14,-0.47,0.0002815688,0.3138649833,0.0401929369,0.0302,0.0623,0.0434,-0.0075,0.01,0.0027700831
199309,-0.007582,3.60,3.11,-0.49,0.0004706748,0.3223518215,0.0418407109,0.0295,0.0627,0.0005,-0.0068,0.00,0.0020718232
199310,0.019884,3.62,3.11,-0.51,0.0003142271,0.3113628329,0.0403671364,0.0302,0.0623,0.0096,-0.0064,0.00,0.0041350793
199311,-0.008655,3.60,3.07,-0.53,0.0005763517,0.3110794108,0.0438375603,0.0310,0.0651,-0.0259,-0.0073,-0.01,0.0006863418
199312,0.012646,3.61,3.06,-0.55,0.0002696821,0.3052672229,0.0457268699,0.0306,0.0654,0.0020,-0.0076,0.00,0.0000000000
199401,0.033429,3.64,3.08,-0.56,0.0004234883,0.2880585672,0.0436711352,0.0298,0.0637,0.0257,-0.0073,0.01,0.0027434842
199402,-0.027161,3.61,3.04,-0.57,0.0010260765,0.2990588209,0.0450411316,0.0325,0.0682,-0.0450,-0.0068,-0.02,0.0034199726
199403,-0.043456,3.56,2.98,-0.58,0.0008921025,0.3074838051,0.0419050878,0.0350,0.0725,-0.0395,-0.0065,0.00,0.0034083163
199404,0.012817,3.57,2.95,-0.61,0.0013736680,0.3036647862,0.0398456593,0.0368,0.0745,-0.0150,-0.0064,-0.01,0.0013586957
199405,0.016309,3.57,2.93,-0.64,0.0007505029,0.2974694757,0.0396410671,0.0414,0.0759,-0.0082,-0.0063,0.00,0.0006784261
199406,-0.024762,3.54,2.87,-0.67,0.0007971327,0.3084170767,0.0339955640,0.0414,0.0774,-0.0100,-0.0068,0.00,0.0033898305
199407,0.032714,3.57,2.87,-0.70,0.0003272825,0.2969853808,0.0312112174,0.0433,0.0746,0.0363,-0.0069,0.01,0.0027027027
199408,0.041341,3.61,2.88,-0.72,0.0005603876,0.2856838193,0.0287065182,0.0448,0.0761,-0.0086,-0.0067,-0.01,0.0040431267
199409,-0.023940,3.58,2.83,-0.75,0.0008018930,0.2909046586,0.0290032948,0.0462,0.0800,-0.0331,-0.0064,-0.01,0.0026845638
199410,0.022619,3.59,2.81,-0.78,0.0011584280,0.2860712737,0.0260004953,0.0495,0.0809,-0.0025,-0.0063,0.00,0.0006693440
199411,-0.036248,3.55,2.73,-0.81,0.0008363991,0.2989926143,0.0229171470,0.0529,0.0808,0.0066,-0.0064,0.00,0.0013377926
199412,0.014955,3.55,2.71,-0.84,0.0007049230,0.2915683000,0.0165942926,0.0560,0.0799,0.0161,-0.0064,0.00,0.0000000000
199501,0.026000,3.58,2.71,-0.86,0.0002893766,0.2908537344,0.0150933699,0.0571,0.0780,0.0273,-0.0062,0.00,0.0040080160
199502,0.039228,3.61,2.73,-0.88,0.0004724141,0.2787300356,0.0145320951,0.0577,0.0758,0.0287,-0.0059,0.00,0.0039920160
199503,0.029334,3.64,2.73,-0.90,0.0004843058,0.3138765419,0.0143885983,0.0573,0.0755,0.0091,-0.0058,0.00,0.0033134526
199504,0.029395,3.66,2.74,-0.92,0.0002569204,0.3019947008,0.0130124069,0.0565,0.0745,0.0169,-0.0057,0.00,0.0033025099
199505,0.039809,3.69,2.76,-0.93,0.0010114421,0.2922642542,0.0107437780,0.0567,0.0677,0.0790,-0.0055,0.02,0.0019749835
199506,0.024155,3.71,2.76,-0.95,0.0006967643,0.2864296179,0.0082749191,0.0547,0.0670,0.0139,-0.0060,0.01,0.0019710907
199507,0.033405,3.73,2.79,-0.95,0.0007732277,0.2771603672,0.0070611198,0.0542,0.0691,-0.0168,-0.0063,-0.01,0.0000000000
199508,0.003495,3.73,2.78,-0.95,0.0002067297,0.2830461347,0.0091214683,0.0540,0.0674,0.0236,-0.0062,0.00,0.0026229508
199509,0.042102,3.76,2.81,-0.95,0.0003814536,0.2724949976,0.0063793530,0.0528,0.0663,0.0175,-0.0061,0.00,0.0019620667
199510,-0.003442,3.75,2.82,-0.94,0.0004878173,0.2744202453,0.0122212523,0.0528,0.0641,0.0294,-0.0063,0.01,0.0032637076
199511,0.044179,3.79,2.87,-0.92,0.0005461627,0.2571688515,0.0168709535,0.0536,0.0623,0.0249,-0.0066,0.00,-0.0006506181
199512,0.017643,3.80,2.90,-0.90,0.0008205365,0.2550263829,0.0155265173,0.0514,0.0603,0.0272,-0.0067,0.00,-0.0006510417
199601,0.034861,3.82,2.93,-0.89,0.0013839551,0.2418771721,0.0161278629,0.0500,0.0609,-0.0011,-0.0066,0.00,0.0058631922
199602,0.010088,3.82,2.94,-0.89,0.0012676309,0.2378947371,0.0168013686,0.0483,0.0659,-0.0483,-0.0064,-0.01,0.0032383420
199603,0.009585,3.82,2.94,-0.88,0.0017417161,0.2392996154,0.0168919131,0.0496,0.0684,-0.0210,-0.0068,-0.01,0.0051646223
199604,0.015133,3.83,2.95,-0.89,0.0009818376,0.2400758062,0.0211219538,0.0495,0.0706,-0.0165,-0.0069,0.00,0.0038535645
199605,0.025257,3.85,2.96,-0.89,0.0011252912,0.2369235155,0.0264191545,0.0502,0.0717,-0.0054,-0.0068,-0.01,0.0019193858
199606,0.004128,3.85,2.96,-0.89,0.0003948038,0.2364437252,0.0272161737,0.0509,0.0703,0.0203,-0.0069,0.00,0.0006385696
199607,-0.044441,3.79,2.90,-0.90,0.0023551484,0.2418198938,0.0311368642,0.0515,0.0707,0.0018,-0.0070,0.00,0.0019144863
199608,0.021928,3.80,2.91,-0.90,0.0011215207,0.2380611179,0.0308861056,0.0505,0.0726,-0.0139,-0.0072,-0.01,0.0019108280
199609,0.056035,3.85,2.95,-0.90,0.0006862430,0.2272973181,0.0295807368,0.0509,0.0704,0.0290,-0.0069,0.00,0.0031786395
199610,0.026798,3.87,2.95,-0.92,0.0006066450,0.2217476558,0.0256558088,0.0499,0.0671,0.0404,-0.0068,0.00,0.0031685678
199611,0.076441,3.93,3.00,-0.94,0.0007037354,0.2050079191,0.0220673413,0.0503,0.0643,0.0351,-0.0069,0.01,0.0018951358
199612,-0.019801,3.91,2.95,-0.96,0.0017090846,0.2073427297,0.0241256867,0.0491,0.0673,-0.0256,-0.0069,-0.01,0.0000000000
199701,0.062779,3.96,3.00,-0.96,0.0013600822,0.1962401029,0.0244069327,0.0503,0.0689,-0.0079,-0.0067,-0.01,0.0031525851
199702,0.007752,3.96,2.99,-0.97,0.0014747914,0.1943954108,0.0229109266,0.0501,0.0694,0.0005,-0.0063,0.00,0.0031426776
199703,-0.041653,3.92,2.93,-0.98,0.0020014615,0.2147802023,0.0211485434,0.0514,0.0723,-0.0252,-0.0063,0.00,0.0025062657
199704,0.060274,3.97,2.99,-0.98,0.0030050810,0.2017410478,0.0169452901,0.0516,0.0705,0.0255,-0.0061,0.01,0.0012500000
199705,0.061401,4.03,3.04,-0.98,0.0020074558,0.1928785879,0.0132644502,0.0505,0.0701,0.0097,-0.0062,0.00,-0.0006242197
199706,0.044103,4.07,3.08,-0.98,0.0019744632,0.1842876150,0.0108467070,0.0493,0.0688,0.0195,-0.0061,0.00,0.0012492192
199707,0.080388,4.14,3.16,-0.98,0.0020102151,0.1719649430,0.0115926587,0.0505,0.0637,0.0626,-0.0061,0.01,0.0012476606
199708,-0.054970,4.08,3.10,-0.98,0.0024647217,0.1855054038,0.0128772630,0.0514,0.0672,-0.0317,-0.0060,-0.01,0.0018691589
199709,0.053886,4.12,3.15,-0.97,0.0026264943,0.1779678570,0.0146342661,0.0495,0.0649,0.0316,-0.0055,0.01,0.0024875622
199710,-0.032605,4.08,3.12,-0.96,0.0093638214,0.1900006773,0.0162628256,0.0497,0.0623,0.0341,-0.0057,0.02,0.0024813896
199711,0.046321,4.13,3.17,-0.95,0.0026621100,0.1807462988,0.0156672081,0.0514,0.0614,0.0148,-0.0055,0.00,-0.0006188119
199712,0.017147,4.14,3.20,-0.94,0.0022493744,0.1788008842,0.0155594713,0.0516,0.0602,0.0184,-0.0056,0.00,-0.0012383901
199801,0.011994,4.14,3.21,-0.94,0.0024688425,0.1788402734,0.0137396363,0.0504,0.0589,0.0200,-0.0058,0.01,0.0018598884
199802,0.071956,4.21,3.28,-0.93,0.0010533477,0.1654630971,0.0120563774,0.0509,0.0599,-0.0072,-0.0058,-0.01,0.0018564356
199803,0.051336,4.25,3.33,-0.93,0.0011367858,0.1811403960,0.0164888614,0.0503,0.0602,0.0025,-0.0060,0.00,0.0018529957
199804,0.011275,4.26,3.34,-0.92,0.0016147640,0.1758729222,0.0164053658,0.0495,0.0604,0.0026,-0.0064,0.00,0.0018495684
199805,-0.017674,4.23,3.33,-0.90,0.0009588233,0.1791022057,0.0190752061,0.0500,0.0592,0.0182,-0.0061,0.00,0.0018461538
199806,0.040970,4.26,3.37,-0.89,0.0020973439,0.1780606060,0.0240105767,0.0498,0.0576,0.0228,-0.0060,0.01,0.0012285012
199807,-0.010109,4.25,3.37,-0.88,0.0022281758,0.1794381089,0.0253535652,0.0496,0.0584,-0.0040,-0.0060,0.00,0.0012269939
199808,-0.143124,4.09,3.22,-0.87,0.0093339170,0.2114320916,0.0285190292,0.0490,0.0547,0.0465,-0.0062,0.04,0.0012254902
199809,0.063176,4.14,3.28,-0.86,0.0099710169,0.2032484042,0.0240829091,0.0461,0.0517,0.0395,-0.0069,0.00,0.0012239902
199810,0.080111,4.22,3.37,-0.85,0.0051715275,0.1855190768,0.0207400892,0.0396,0.0540,-0.0218,-0.0081,0.00,0.0024449878
199811,0.062164,4.28,3.43,-0.85,0.0019366789,0.1748468445,0.0220035773,0.0441,0.0535,0.0097,-0.0093,-0.02,0.0000000000
199812,0.059673,4.33,3.48,-0.85,0.0032868972,0.1736113154,0.0200570294,0.0439,0.0542,-0.0032,-0.0101,0.00,-0.0006097561
199901,0.042800,4.36,3.52,-0.85,0.0033356136,0.1703206191,0.0155876993,0.0434,0.0536,0.0121,-0.0105,0.00,0.0024405125
199902,-0.031935,4.33,3.48,-0.85,0.0034821497,0.1712768096,0.0184466675,0.0444,0.0587,-0.0520,-0.0099,-0.01,0.0012172855
199903,0.038979,4.36,3.51,-0.85,0.0032135873,0.1728971707,0.0206681224,0.0444,0.0592,-0.0008,-0.0091,0.00,0.0030395137
199904,0.037559,4.40,3.53,-0.87,0.0027266260,0.1568258764,0.0251812663,0.0429,0.0594,0.0021,-0.0084,0.00,0.0072727273
199905,-0.023159,4.37,3.48,-0.89,0.0030856487,0.1602311354,0.0258974347,0.0450,0.0615,-0.0185,-0.0079,0.00,0.0000000000
199906,0.054431,4.42,3.51,-0.91,0.0024092465,0.1542274468,0.0188685806,0.0457,0.0627,-0.0078,-0.0079,0.01,0.0000000000
199907,-0.030220,4.39,3.45,-0.93,0.0016111779,0.1587964727,0.0193704415,0.0455,0.0639,-0.0077,-0.0076,0.00,0.0030084236
199908,-0.004989,4.38,3.42,-0.95,0.0027298485,0.1562430269,0.0188807383,0.0472,0.0649,-0.0053,-0.0075,0.00,0.0023995201
199909,-0.028079,4.34,3.37,-0.97,0.0027049432,0.1636844982,0.0203796791,0.0468,0.0646,0.0084,-0.0081,0.00,0.0047875524
199910,0.064238,4.40,3.40,-1.00,0.0048759751,0.1576906607,0.0204452369,0.0486,0.0651,-0.0012,-0.0083,-0.01,0.0017867778
199911,0.020822,4.42,3.39,-1.03,0.0013542672,0.1555459671,0.0182804544,0.0507,0.0662,-0.0061,-0.0079,0.00,0.0005945303
199912,0.062579,4.48,3.42,-1.06,0.0011487749,0.1471672594,0.0178887565,0.0520,0.0682,-0.0155,-0.0064,-0.01,0.0000000000
200001,-0.049630,4.42,3.35,-1.08,0.0052062998,0.1546541600,0.0253587807,0.0532,0.0666,0.0228,-0.0055,0.02,0.0029708853
200002,-0.017458,4.40,3.31,-1.09,0.0030004662,0.1670564326,0.0274188140,0.0555,0.0646,0.0264,-0.0061,0.02,0.0059241706
200003,0.098488,4.49,3.38,-1.11,0.0066783159,0.1499735618,0.0182913901,0.0569,0.0618,0.0367,-0.0069,0.02,0.0082449941
200004,-0.031585,4.46,3.34,-1.12,0.0079417469,0.1526004182,0.0119449458,0.0566,0.0630,-0.0076,-0.0076,0.00,0.0005841121
200005,-0.022304,4.44,3.32,-1.13,0.0051854234,0.1556687311,0.0091785275,0.0579,0.0640,-0.0054,-0.0091,0.01,0.0011675423
200006,0.026219,4.47,3.33,-1.13,0.0023597572,0.1567779616,0.0071242127,0.0569,0.0622,0.0244,-0.0081,-0.01,0.0052478134
200007,-0.012795,4.46,3.30,-1.15,0.0020654329,0.1556741510,0.0047122339,0.0596,0.0611,0.0173,-0.0070,0.00,0.0023201856
200008,0.062594,4.52,3.35,-1.17,0.0010392529,0.1460530640,0.0046746382,0.0609,0.0594,0.0240,-0.0071,0.01,0.0000000000
200009,-0.052088,4.48,3.29,-1.19,0.0015999952,0.1537894629,0.0044689258,0.0600,0.0612,-0.0157,-0.0073,-0.02,0.0052083333
200010,-0.004120,4.47,3.30,-1.17,0.0055682093,0.1493007889,0.0037442804,0.0611,0.0600,0.0187,-0.0079,0.01,0.0017271157
200011,-0.078268,4.39,3.25,-1.15,0.0032724144,0.1572808929,0.0011574522,0.0617,0.0576,0.0319,-0.0083,0.01,0.0005747126
200012,0.005720,4.40,3.27,-1.12,0.0052992481,0.1518515036,-0.0022617472,0.0577,0.0558,0.0243,-0.0081,0.00,-0.0005743825
200101,0.032375,4.44,3.34,-1.10,0.0049410180,0.1504496662,-0.0031925908,0.0515,0.0562,0.0005,-0.0078,-0.04,0.0063218391
200102,-0.090952,4.35,3.27,-1.07,0.0025284102,0.1560700913,-0.0068557205,0.0488,0.0549,0.0191,-0.0077,0.01,0.0039977156
200103,-0.063706,4.29,3.24,-1.05,0.0071395945,0.1331135514,-0.0052134444,0.0442,0.0559,-0.0074,-0.0086,0.00,0.0022753129
200104,0.077825,4.37,3.38,-0.99,0.0074262611,0.1224969006,-0.0025430255,0.0387,0.0593,-0.0313,-0.0087,-0.02,0.0039727582
200105,0.006870,4.38,3.45,-0.92,0.0025362374,0.1205101880,-0.0002482857,0.0362,0.0594,0.0037,-0.0078,-0.01,0.0045223290
200106,-0.024506,4.36,3.50,-0.85,0.0015083583,0.1252094328,0.0050407545,0.0349,0.0590,0.0085,-0.0079,0.00,0.0016882386
200107,-0.009317,4.35,3.57,-0.77,0.0028996134,0.1249665833,0.0079138367,0.0351,0.0561,0.0376,-0.0084,0.00,-0.0028089888
200108,-0.063435,4.28,3.59,-0.68,0.0022215212,0.1321641438,0.0099183208,0.0336,0.0546,0.0206,-0.0083,0.01,0.0000000000
200109,-0.080361,4.19,3.60,-0.59,0.0071675937,0.1486285882,0.0086527340,0.0264,0.0542,0.0081,-0.0086,0.02,0.0045070423
200110,0.019540,4.21,3.67,-0.54,0.0032497725,0.1449013996,0.0107492736,0.0216,0.0506,0.0464,-0.0088,0.00,-0.0033651150
200111,0.078787,4.28,3.78,-0.50,0.0021893580,0.1334813667,0.0111617665,0.0187,0.0553,-0.0471,-0.0084,-0.03,-0.0016882386
200112,0.009051,4.29,3.84,-0.45,0.0017979581,0.1312178459,0.0134648247,0.0169,0.0575,-0.0183,-0.0128,-0.01,-0.0039458850
200201,-0.014324,4.27,3.82,-0.45,0.0021838795,0.1325605487,0.0111912895,0.0165,0.0569,0.0138,-0.0132,0.00,0.0022637238
200202,-0.019481,4.25,3.80,-0.45,0.0025678430,0.1301190857,0.0124990208,0.0172,0.0563,0.0115,-0.0138,0.00,0.0039525692
200203,0.037572,4.29,3.84,-0.45,0.0020148209,0.2368334023,0.0137594442,0.0179,0.0604,-0.0436,-0.0130,-0.01,0.0056242970
200204,-0.061001,4.22,3.75,-0.47,0.0023197780,0.2477323126,0.0151068540,0.0171,0.0575,0.0410,-0.0127,0.02,0.0055928412
200205,-0.007800,4.20,3.71,-0.49,0.0041016102,0.2482556141,0.0222773404,0.0173,0.0578,0.0015,-0.0134,-0.01,0.0000000000
200206,-0.071349,4.12,3.61,-0.51,0.0037079467,0.2665725018,0.0275227705,0.0170,0.0566,0.0187,-0.0132,0.01,0.0005561735
200207,-0.073987,4.05,3.49,-0.56,0.0153427907,0.2820321945,0.0284410263,0.0168,0.0544,0.0303,-0.0137,0.02,0.0011117287
200208,0.007061,4.06,3.45,-0.60,0.0094092909,0.2844115560,0.0247476984,0.0162,0.0510,0.0464,-0.0121,0.00,0.0033314825
200209,-0.108965,3.94,3.30,-0.64,0.0073661128,0.3245551555,0.0292992960,0.0163,0.0480,0.0417,-0.0125,0.01,0.0016602103
200210,0.088599,4.02,3.41,-0.61,0.0115896355,0.2934370638,0.0256709320,0.0158,0.0508,-0.0294,-0.0141,-0.01,0.0016574586
200211,0.059019,4.07,3.50,-0.58,0.0044490751,0.2769754993,0.0229075973,0.0123,0.0521,-0.0122,-0.0131,-0.03,0.0000000000
200212,-0.058834,4.00,3.46,-0.54,0.0026395380,0.2953858956,0.0257359814,0.0119,0.0484,0.0507,-0.0124,0.01,-0.0022062879
